item_name,unusuals,average_change,median_change,average_listing_change,increases,decreases,new,removed
Taunt: The Boston Breakdance,83,-0.017617889953972378,-0.011829154683382193,0.0,0,83,0,0
Taunt: The Box Trot,85,-0.02618403375848366,-0.01573025888747548,0.0,0,85,0,0
Taunt: The Bunnyhopper,71,-0.017113635457804706,-0.012521286074430371,0.0,0,71,0,0
Taunt: The Carlton,99,-0.02169885934049697,-0.015101048531977135,0.0,0,99,0,0
Taunt: The Critical Fail,3,-0.18205152952438297,-0.09815681545784827,0.0,0,3,0,0
Taunt: The Crypt Creeper,20,-0.03852969611898201,-0.024539203864462955,0.0,0,20,0,0
Taunt: The Drunken Sailor,54,-0.021048251595804212,-0.010035905170209247,0.0,0,54,0,0
Taunt: The Dueling Banjo,95,-0.05554933949021351,-0.03775262132993795,0.0,0,95,0,0
Taunt: The Final Score,5,-0.03649420061894286,-0.027685255641953788,0.0,0,5,0,0
Taunt: The Fist Bump,77,-0.03899469891482239,-0.025168414219962187,0.0,0,77,0,0
Taunt: The Fubar Fanfare,81,-0.027324042289725778,-0.02013473137596833,0.0,0,81,0,0
Taunt: The Head Doctor,29,-0.019364491113202792,-0.012584207109980206,0.0,0,29,0,0
Taunt: The Headcase,71,-0.015075348390695378,-0.010067365687984164,0.0,0,71,0,0
Taunt: The High Five!,125,-0.0685436592866401,-0.044044724884930275,0.0,0,125,0,0
Taunt: The Homerunner's Hobby,82,-0.04471767303343431,-0.03020209706395427,0.0,0,82,0,0
Taunt: The Hot Wheeler,49,-0.03783865621528457,-0.027685255641953788,0.0,0,49,0,0
Taunt: The Jumping Jack,70,-0.02444751892694612,-0.014471838176477014,0.0,0,70,0,0
Taunt: The Killer Signature,22,-0.01305611487660473,-0.009941523616884718,0.0,0,22,0,0
Taunt: The Killer Solo,114,-0.03277578819350708,-0.02296617797571443,0.0,0,114,0,0
Taunt: The Mannbulance!,62,-0.03748875892279612,-0.027685255641953788,0.0,0,62,0,0
Taunt: The Meet the Medic,114,-0.039490125013371305,-0.021393152086966793,0.0,0,114,0,0
Taunt: The Pooped Deck,90,-0.03566574031753628,-0.025168414219962187,0.0,0,90,0,0
Taunt: The Profane Puppeteer,40,-0.013035665540050922,-0.009532536885809684,0.0,0,40,0,0
Taunt: The Proletariat Posedown,92,-0.023974282393111352,-0.015101048531977135,0.0,0,92,0,0
Taunt: The Punchline,11,-0.03146051777495067,-0.015101048531977135,0.0,0,11,0,0
Taunt: The Road Rager,37,-0.041663928945205396,-0.0264268349309571,0.0,0,37,0,0
Taunt: The Russian Arms Race,88,-0.02228477176117943,-0.013842627820976894,0.0,0,88,0,0
Taunt: The Scaredy-Cat!,68,-0.0494392783739886,-0.03775262132993795,0.0,0,68,0,0
Taunt: The Schadenfreude,146,-0.154587503094177,-0.08808944976986055,0.0,0,146,0,0
Taunt: The Scooty Scoot,85,-0.02241469360530624,-0.015101048531977135,0.0,0,85,0,0
Taunt: The Shred Alert,127,-0.05156056826518329,-0.03271893848594942,0.0,0,127,0,0
Taunt: The Skating Scorcher,79,-0.028495264416060876,-0.02013473137596833,0.0,0,79,0,0
Taunt: The Soviet Strongarm,89,-0.028934485639896958,-0.015101048531977135,0.0,0,89,0,0
Taunt: The Table Tantrum,59,-0.02675956989861235,-0.017617889953973176,0.0,0,59,0,0
Taunt: The Trackman's Touchdown,69,-0.009506547762430848,-0.007298840123788786,0.0,0,69,0,0
Taunt: The Travel Agent,34,-0.02210934152101991,-0.017617889953973176,0.0,0,34,0,0
Taunt: The Victory Lap,125,-0.08075247568513468,-0.05285366986191775,0.0,1,124,0,0
Taunt: Time Out Therapy,89,-0.04533778751437816,-0.03020209706395427,0.0,0,89,0,0
Taunt: Unleashed Rage,20,-0.07333446693340964,-0.06921313910489424,0.0,0,20,0,0
Taunt: Yeti Punch,83,-0.017551936579359946,-0.011514549505632132,0.0,0,83,0,0
Taunt: Yeti Smash,105,-0.023676886053449187,-0.017617889953973176,0.0,0,105,0,0
Taunt: Zoomin' Broom,124,-0.08653164671229616,-0.03775262132993795,0.0,0,124,0,0
Tavish DeGroot Experience,51,-0.2618748824671019,-0.07550524265987946,0.0,0,51,0,0
Team Cap,5,-0.8048858867543174,-0.6896145496269241,0.0,0,5,0,0
Team Captain,59,-3.2648616093142615,-1.1829154683381091,0.0,0,58,1,0
Telefragger Toque,43,-0.07611982021641549,-0.06040419412790499,0.0,0,43,0,0
Teutonic Toque,48,-0.2075083318239457,-0.095010763680353,0.0,0,48,0,0
Texas Slim's Dome Shine,26,-0.2788853898757942,-0.2139315208696715,0.0,0,26,0,0
Texas Ten Gallon,62,-0.7850657363411265,-0.27685255641956985,0.0,0,61,1,0
Texas Tin-Gallon,49,-0.19665445319158714,-0.07676366337088147,0.0,0,48,1,0
Texas Toast,11,-0.7650053904039773,-0.656895611140925,0.0,0,11,0,0
Thirst Blood,28,-0.173751945311373,-0.1283589125217972,0.0,0,28,0,0
Thousand-Yard Stare,74,-0.20779456507356395,-0.15604416816375988,0.0,0,73,1,0
Throttlehead,84,-0.07348278080292146,-0.049078407728924134,0.0,0,84,0,0
Thunder Dome,53,-0.06548536454589793,-0.05033682843992082,0.0,0,53,0,0
Timeless Topper,52,-0.16566738536550493,-0.07676366337088325,0.0,0,51,1,0
Tipped Lid,45,-0.26189451024110705,-0.08934787048086079,0.0,0,44,1,0
Tippler's Tricorne,58,-0.27618920081153336,-0.08808944976986055,0.0,0,57,1,0
Titanium Tyrolean,52,-0.19522461299270982,-0.08620181870336552,0.0,0,52,0,0
Toadstool Topper,31,-0.7198166466908662,-0.49078407728922,0.0,0,31,0,0
Top Brass,13,-0.09602718040846597,-0.08431418763686693,0.0,0,13,0,0
Tough Guy's Toque,57,-0.2670059662949155,-0.10067365687984875,0.0,0,57,0,0
Tough Stuff Muffs,57,-1.3893863521354426,-0.28943676352955094,0.0,0,56,1,0
Towering Patch of Pumpkins,17,-0.3609446698133128,-0.32718938485948,0.0,0,17,0,0
Towering Pile of Presents,7,-0.3937059081550954,-0.3901104204093997,0.0,0,7,0,0
Towering Pillar of Beanies,20,-0.21298770533641403,-0.21896520371365824,0.0,0,20,0,0
Towering Pillar of Hats,62,-0.5795433316310783,-0.14220154034277144,0.0,0,62,0,0
Towering Titanium Pillar of Hats,56,-0.25390885024225807,-0.0767636633708797,0.0,0,56,0,0
Toy Soldier,41,-0.08318160899696991,-0.037752621329941505,0.0,0,40,1,0
Toy Tailor,39,-0.12420281254205558,-0.040269462751937546,0.0,0,38,1,0
Train of Thought,46,-0.07298840123788612,-0.06292103554990192,0.0,0,46,0,0
Trapper's Flap,8,-0.9743322354902126,-0.7349176952228333,0.0,0,8,0,0
Trash Man,42,-0.12261928635212423,-0.05537051128391113,0.0,0,41,1,0
Trencher's Topper,46,-0.1565755013528446,-0.06543787697189885,0.0,0,45,1,0
Triboniophorus Gentlemannus,49,-0.12055156770254628,-0.08808944976986055,0.0,0,49,0,0
Triboniophorus Tyrannus,58,-0.4758240586645218,-0.10444891901283881,0.0,0,58,0,0
Trophy Belt,31,-0.43297227307629804,-0.26426834930960297,0.0,0,31,0,0
Tropical Brim,21,-0.11463613429234444,-0.08808944976986055,0.0,0,21,0,0
Troublemaker's Tossle Cap,60,-1.0776865181848756,-0.3390549002804022,0.0,0,59,1,0
Trucker's Topper,105,-0.12590199589556547,-0.0943815533248511,0.0,0,105,0,0
Tsarboosh,45,-0.11658981882689755,-0.04970761808442248,0.0,0,44,1,0
Tundra Top,152,-0.4430054856894268,-0.2919536049515443,0.0,0,152,0,0
Tungsten Toque,51,-0.11215045376414567,-0.05851656306140818,0.0,0,50,1,0
Twisted Topper,102,-0.14595212755987105,-0.09941523616884851,0.0,0,102,0,0
Tyrant's Helm,64,-1.5236278821078848,-0.3775262132994044,0.0,0,63,1,0
Tyrantium Helmet,57,-0.49827842205917783,-0.10319049830183502,0.0,0,56,1,0
Undercover Brolly,87,-0.06455553601361226,-0.04278630417393714,0.0,0,87,0,0
Universal Translator,108,-0.26499660203585895,-0.1510104853197589,0.0,0,108,0,0
Valhalla Helm,15,-0.1307079645156603,-0.0931231326138473,0.0,0,15,0,0
Valley Forge,55,-0.3390977734394855,-0.08053892550387332,0.0,0,54,1,0
Vampire Vanquisher,79,-0.12872998529555474,-0.08305576692587024,0.0,0,78,1,0
Vaudeville Visor,44,-0.14446097752843362,-0.11892075718931494,0.0,0,44,0,0
Victorian Villainy,25,-0.3064506115422375,-0.27685255641956985,0.0,0,25,0,0
Villain's Veil,46,-2.716574674409052,-1.5189137981745944,0.0,0,46,0,0
Vintage Merryweather,60,-0.5720613153108842,-0.135909436787788,0.0,0,60,0,0
Vintage Tyrolean,62,-0.564138608605145,-0.18372942380571544,0.0,0,62,0,0
Virtual Reality Headset,63,-0.2704768666371839,-0.09941523616884851,0.0,0,62,1,0
Virtual Viewfinder,42,-7.76982709477064,-3.523577990794365,0.0,0,41,1,0
Virus Doctor,56,-0.35212184519613443,-0.19568442056019109,0.0,0,56,0,0
Viscera Visor,12,-0.03869643686319021,-0.03146051777494918,0.0,0,12,0,0
Vive la France,48,-0.5950232595168825,-0.15226890603075915,0.0,0,48,0,0
Voodoo JuJu (Slight Return),63,-0.32291684357456396,-0.11577470541181611,0.0,0,62,1,0
Voodoo Vizier,42,-0.13531018883016893,-0.09438155332485465,0.0,0,42,0,0
Wanderer's Wool,50,-0.13754538371208405,-0.07990971514837675,0.0,0,50,0,0
Wandering Wraith,49,-1.2821766121750147,-0.8808944976985913,0.0,0,49,0,0
War Eagle,12,-0.953253688580979,-0.47819987017925314,0.0,0,12,0,0
War Pig,53,-1.813989254505366,-0.3555038508569339,0.0,0,52,1,0
Warhood,152,-0.32941282057544025,-0.11514549505632132,0.0,0,152,0,0
Wavefinder,18,-0.17813644286794547,-0.16233627171874332,0.0,0,18,0,0
Waxy Wayfinder,60,-0.20047281801136402,-0.11325786398982274,0.0,0,59,1,0
Well-Rounded Rifleman,51,-1.504064433784821,-0.28251544961906916,0.0,0,50,1,0
Western Wear,58,-0.34107616779313804,-0.09060629119186103,0.0,0,57,1,0
Wet Works,51,-0.5372469439325449,-0.13842627820978493,0.0,0,51,0,0
Whirly Warrior,51,-1.5390233611363693,-0.3706048993889084,0.0,0,50,1,0
White Russian,54,-0.653049117646977,-0.3775262132994044,0.0,0,53,1,0
Whoopee Cap,64,-0.6610948973759964,-0.12080838825580997,0.0,0,63,1,0
Wide-Brimmed Bandito,54,-0.22810040591201167,-0.1057073397238355,0.0,0,54,0,0
Wild Brim Slouch,42,-0.057333048345113206,-0.03775262132993795,0.0,0,42,0,0
Wing Mann,77,-0.1657519850771701,-0.09060629119186103,0.0,0,77,0,0
Winter Woodsman,40,-0.22415618914652513,-0.10130286723534354,0.0,0,40,0,0
Winter Wrap Up,50,-0.23872240887632792,-0.15352732674176295,0.0,0,50,0,0
Witch Doctor,39,-0.07753807611610994,-0.05033682843992082,0.0,0,39,0,0
Woolen Warmer,103,-0.4166227790779831,-0.25168414219960766,0.0,0,103,0,0
Wraith Wrap,60,-0.652052981006422,-0.2604930871765845,0.0,0,59,1,0
Wrap-a-Khamon,16,-0.2781896284250045,-0.20763941731467384,0.0,0,16,0,0
Ye Oiled Baker Boy,56,-0.21091131116326697,-0.0704715598158927,0.0,0,55,1,0
Ye Olde Baker Boy,61,-0.43929197737691417,-0.18121258238372207,0.0,0,61,0,0
Your Worst Nightmare,61,-0.7849553908708147,-0.17366205811772772,0.0,0,61,0,0
Yule Hog,62,-0.08841420350173347,-0.06229182519440357,0.0,0,62,0,0
Ze Goggles,60,-0.3175567674339348,-0.1661115338517405,0.0,0,59,1,0
