effect_id,effect_name,item_name,bp_price_ref,bp_price_keys,bp_price_all,exist,slot,summary,defindex
75,Chiroptera Venenata,Law,31471,500–600 keys,"31,471.00 ref, $959.87",1,misc,Level 1-100 Hat,30362
75,Chiroptera Venenata,Otolaryngologist's Mirror,31471,550 keys,"31,471.00 ref, $959.87",3,misc,Level 1-100 Hat,104
75,Chiroptera Venenata,Texas Tin-Gallon,31471,550 keys,"31,471.00 ref, $959.87",2,misc,Level 1-100 Hat,30044
75,Chiroptera Venenata,Greased Lightning,30040.5,525 keys,"30,040.50 ref, $916.24",1,misc,Level 1-100 Hair,30078
75,Chiroptera Venenata,Western Wear,29754.4,520 keys,"29,754.40 ref, $907.51",4,misc,Level 1-100 Hat,379
75,Chiroptera Venenata,Gentleman's Gatsby,29325.25,475–550 keys,"29,325.25 ref, $894.42",4,misc,Level 1-100 Hat,184
75,Chiroptera Venenata,Bolted Birdcage,29010.54,507 keys,"29,010.54 ref, $884.82",2,misc,Level 1-100 Hat,30057
75,Chiroptera Venenata,Bonk Helm,28610,500 keys,"28,610.00 ref, $872.61",2,misc,Level 1-100 Helmet,106
75,Chiroptera Venenata,Bonk Leadwear,28610,450–550 keys,"28,610.00 ref, $872.61",2,misc,Level 1-100 Helmet,30030
75,Chiroptera Venenata,Jumper's Jeepcap,28610,500 keys,"28,610.00 ref, $872.61",2,misc,Level 1-100 Hat,417
75,Chiroptera Venenata,Surgeon's Stahlhelm,28610,500 keys,"28,610.00 ref, $872.61",1,misc,Level 10 Helmet,616
75,Chiroptera Venenata,Tartan Spartan,28610,500 keys,"28,610.00 ref, $872.61",2,misc,Level 1-100 Helmet,30106
75,Chiroptera Venenata,Virus Doctor,28610,500 keys,"28,610.00 ref, $872.61",2,misc,Level 1-100 Hat,30043
75,Chiroptera Venenata,Hot Dogger,27465.6,395–565 keys,"27,465.60 ref, $837.70",3,misc,Level 10 Hat,614
75,Chiroptera Venenata,Physician's Protector,27408.38,479 keys,"27,408.38 ref, $835.96",2,misc,Level 1-100 Helmet,30625
75,Chiroptera Venenata,Bloke's Bucket Hat,27322.55,390–565 keys,"27,322.55 ref, $833.34",2,misc,Level 1-100 Hat,181
75,Chiroptera Venenata,Halogen Head Lamp,27179.5,475 keys,"27,179.50 ref, $828.97",1,misc,Level 1-100 Hat,30041
75,Chiroptera Venenata,Exquisite Rack,26664.52,466 keys,"26,664.52 ref, $813.27",1,misc,Level 1-100 Cosmetic Item,339
75,Chiroptera Venenata,Bunsen Brave,26321.2,460 keys,"26,321.20 ref, $802.80",4,misc,Level 1-100 Hat,30054
75,Chiroptera Venenata,Magnificent Mongolian,26321.2,460 keys,"26,321.20 ref, $802.80",3,misc,Level 1-100 Hat,313
75,Chiroptera Venenata,Scotch Bonnet,25749,450 keys,"25,749.00 ref, $785.34",2,misc,Level 1-100 Headgear,306
75,Chiroptera Venenata,Tam O' Shanter,24604.6,430 keys,"24,604.60 ref, $750.44",2,misc,Level 1-100 Hat,480
75,Chiroptera Venenata,Gridiron Guardian,24261.28,424 keys,"24,261.28 ref, $739.97",3,misc,Level 1-100 Helmet,30013
75,Chiroptera Venenata,Gym Rat,23746.3,415 keys,"23,746.30 ref, $724.26",4,misc,Level 10 Hair,613
75,Chiroptera Venenata,Conquistador,23174.1,370–440 keys,"23,174.10 ref, $706.81",2,misc,Level 1-100 Helmet,721
75,Chiroptera Venenata,Chill Chullo,22888,400 keys,"22,888.00 ref, $698.08",0,misc,Level 1-100 Hat,30748
75,Chiroptera Venenata,Stainless Pot,22888,400 keys,"22,888.00 ref, $698.08",1,misc,Level 1-100 Hat,98
75,Chiroptera Venenata,Commando Elite,22601.9,395 keys,"22,601.90 ref, $689.36",2,misc,Level 1-100 Helmet,30912
75,Chiroptera Venenata,Hound Dog,22029.7,385 keys,"22,029.70 ref, $671.91",1,misc,Level 1-100 Hair,145
75,Chiroptera Venenata,Strontium Stove Pipe,21743.6,355–405 keys,"21,743.60 ref, $663.18",5,misc,Level 1-100 Hat,30037
75,Chiroptera Venenata,Outdoorsman,21171.4,370 keys,"21,171.40 ref, $645.73",1,misc,Level 10 Hat,603
75,Chiroptera Venenata,Rimmed Raincatcher,21171.4,370 keys,"21,171.40 ref, $645.73",1,misc,Level 1-100 Hat,216
75,Chiroptera Venenata,Respectless Robo-Glove,20770.86,363 keys,"20,770.86 ref, $633.51",3,misc,Level 1-100 Hat,30039
75,Chiroptera Venenata,Big Chief,20599.2,320–400 keys,"20,599.20 ref, $628.28",2,misc,Level 1-100 Hat,309
75,Chiroptera Venenata,Base Metal Billycock,20027,350 keys,"20,027.00 ref, $610.82",2,misc,Level 1-100 Hat,30007
75,Chiroptera Venenata,Big Elfin Deal,20027,350 keys,"20,027.00 ref, $610.82",1,misc,Level 1-100 Hat,652
75,Chiroptera Venenata,Plug-In Prospector,20027,350 keys,"20,027.00 ref, $610.82",2,misc,Level 1-100 Hat,30031
75,Chiroptera Venenata,Galvanized Gibus,19454.8,340 keys,"19,454.80 ref, $593.37",2,misc,Level 1-100 Hat,30003
75,Chiroptera Venenata,Scotsman's Stove Pipe,19454.8,340 keys,"19,454.80 ref, $593.37",1,misc,Level 1-100 Hat,120
75,Chiroptera Venenata,Brain Bucket,19168.7,335 keys,"19,168.70 ref, $584.65",3,misc,Level 1-100 Hat,434
75,Chiroptera Venenata,Belgian Detective,18310.4,320 keys,"18,310.40 ref, $558.47",1,misc,Level 1-100 Hat,30128
75,Chiroptera Venenata,Respectless Rubber Glove,17938.47,268–359 keys,"17,938.47 ref, $547.12",3,misc,Level 1-100 Hat,102
75,Chiroptera Venenata,Cloud Crasher,17166,300 keys,"17,166.00 ref, $523.56",1,misc,Level 1-100 Helmet,30071
75,Chiroptera Venenata,Hard Counter,17166,300 keys,"17,166.00 ref, $523.56",2,misc,Level 1-100 Hat,254
75,Chiroptera Venenata,Prancer's Pride,17166,300 keys,"17,166.00 ref, $523.56",1,misc,Level 1-100 Hat,318
75,Chiroptera Venenata,Industrial Festivizer,16593.8,290 keys,"16,593.80 ref, $506.11",2,misc,Level 1-100 Hat,338
75,Chiroptera Venenata,El Jefe,16021.6,280 keys,"16,021.60 ref, $488.66",2,misc,Level 10 Hat,539
75,Chiroptera Venenata,Shellmet,15735.5,275 keys,"15,735.50 ref, $479.93",2,misc,Level 1-100 Helmet,30897
75,Chiroptera Venenata,Dark Falkirk Helm,14877.2,260 keys,"14,877.20 ref, $453.75",2,misc,Level 1-100 Helmet,30357
75,Chiroptera Venenata,Electric Escorter,14619.71,250–261 keys,"14,619.71 ref, $445.90",2,misc,Level 1-100 Hat,30025
75,Chiroptera Venenata,Bombing Run,14305,250 keys,"14,305.00 ref, $436.30",3,misc,Level 1-100 Helmet,249
75,Chiroptera Venenata,Bot Dogger,14305,250 keys,"14,305.00 ref, $436.30",3,misc,Level 1-100 Hat,30018
75,Chiroptera Venenata,Letch's LED,14305,170–330 keys,"14,305.00 ref, $436.30",3,misc,Level 1-100 Hat,30002
75,Chiroptera Venenata,Prince Tavish's Crown,14018.9,245 keys,"14,018.90 ref, $427.58",1,misc,Level 1-100 Hat,342
75,Chiroptera Venenata,Timeless Topper,13732.8,240 keys,"13,732.80 ref, $418.85",1,misc,Level 1-100 Hat,30035
75,Chiroptera Venenata,Doctor's Sack,13217.82,231 keys,"13,217.82 ref, $403.14",1,misc,Level 1-100 Hat,398
75,Chiroptera Venenata,Le Party Phantom,13160.6,230 keys,"13,160.60 ref, $401.40",1,misc,Level 1-100 Mask,337
75,Chiroptera Venenata,Deep Cover Operator,12874.5,225 keys,"12,874.50 ref, $392.67",1,misc,Level 1-100 Hat,30375
75,Chiroptera Venenata,Counterfeit Billycock,12588.4,220 keys,"12,588.40 ref, $383.95",2,misc,Level 10 Hat,602
75,Chiroptera Venenata,Ol' Snaggletooth,12588.4,220 keys,"12,588.40 ref, $383.95",1,misc,Level 1-100 Hat,229
75,Chiroptera Venenata,Bootleg Base Metal Billycock,12416.74,217 keys,"12,416.74 ref, $378.71",1,misc,Level 1-100 Hat,30047
75,Chiroptera Venenata,Vintage Tyrolean,11444,200 keys,"11,444.00 ref, $349.04",1,misc,Level 1-100 Hat,101
75,Chiroptera Venenata,Glasgow Great Helm,10814.58,189 keys,"10,814.58 ref, $329.84",4,misc,Level 1-100 Helmet,30082
75,Chiroptera Venenata,Das Gutenkutteharen,10070.72,176 keys,"10,070.72 ref, $307.16",1,misc,Level 1-100 Hair,30127
75,Chiroptera Venenata,Pom-Pommed Provocateur,9727.4,170 keys,"9,727.40 ref, $296.69",2,misc,Level 1-100 Mask,30072
75,Chiroptera Venenata,Firewall Helmet,8525.78,149 keys,"8,525.78 ref, $260.04",1,misc,Level 1-100 Helmet,30038
75,Chiroptera Venenata,Little Buddy,8296.9,140–150 keys,"8,296.90 ref, $253.06",3,misc,Level 10 Hat,612
75,Chiroptera Venenata,A Rather Festive Tree,7867.75,115–160 keys,"7,867.75 ref, $239.97",2,misc,Level 1-100 Hat,341
75,Chiroptera Venenata,Pithy Professional,7667.48,134 keys,"7,667.48 ref, $233.86",2,misc,Level 1-100 Hat,30915
75,Chiroptera Venenata,Soviet Gentleman,7009.45,90–155 keys,"7,009.45 ref, $213.79",1,misc,Level 1-100 Hat,821
75,Chiroptera Venenata,Hotrod,6866.4,120 keys,"6,866.40 ref, $209.43",2,misc,Level 1-100 Mask,148
75,Chiroptera Venenata,Old Guadalajara,6866.4,120 keys,"6,866.40 ref, $209.43",1,misc,Level 1-100 Hat,247
75,Chiroptera Venenata,Voodoo JuJu (Slight Return),6694.74,102–132 keys,"6,694.74 ref, $204.19",2,misc,Level 1-100 Hat,935
75,Chiroptera Venenata,L'homme Burglerre,6408.64,112 keys,"6,408.64 ref, $195.46",2,misc,Level 1-100 Hat,30182
75,Chiroptera Venenata,Big Country,6294.2,80–140 keys,"6,294.20 ref, $191.97",1,misc,Level 1-100 Hair,382
75,Chiroptera Venenata,Hat of Cards,6294.2,95–125 keys,"6,294.20 ref, $191.97",1,misc,Level 1-100 Hat,825
75,Chiroptera Venenata,Outta Sight,6151.15,105–110 keys,"6,151.15 ref, $187.61",1,misc,Level 1-100 Hat,30628
75,Chiroptera Venenata,Noble Nickel Amassment of Hats,5578.95,80–115 keys,"5,578.95 ref, $170.16",1,misc,Level 1-100 Hat,30006
75,Chiroptera Venenata,Bear Necessities,5321.46,93 keys,"5,321.46 ref, $162.30",1,misc,Level 1-100 Spirit Animal,30122
75,Chiroptera Venenata,Fat Man's Field Cap,5149.8,90 keys,"5,149.80 ref, $157.07",4,misc,Level 1-100 Hat,30911
75,Chiroptera Venenata,Titanium Tyrolean,4920.92,86 keys,"4,920.92 ref, $150.09",2,misc,Level 1-100 Hat,30045
75,Chiroptera Venenata,Capo's Capper,4863.7,85 keys,"4,863.70 ref, $148.34",2,misc,Level 1-100 Hat,427
75,Chiroptera Venenata,Runner's Warm-Up,4577.6,80 keys,"4,577.60 ref, $139.62",1,misc,Level 1-100 Hat,30332
75,Chiroptera Venenata,Geisha Boy,4548.99,75–84 keys,"4,548.99 ref, $138.74",2,misc,Level 1-100 Hair,363
75,Chiroptera Venenata,Professor's Peculiarity,4291.5,75 keys,"4,291.50 ref, $130.89",1,misc,Level 1-100 Hair,384
75,Chiroptera Venenata,Lord Cockswain's Pith Helmet,4005.4,70 keys,"4,005.40 ref, $122.16",2,misc,Level 1-100 Headgear,439
75,Chiroptera Venenata,Defiant Spartan,3976.79,65–74 keys,"3,976.79 ref, $121.29",2,misc,Level 1-100 Helmet,340
75,Chiroptera Venenata,Shooter's Tin Topi,3433.2,60 keys,"3,433.20 ref, $104.71",2,misc,Level 1-100 Hat,30005
75,Chiroptera Venenata,Tungsten Toque,3404.59,50–69 keys,"3,404.59 ref, $103.84",3,misc,Level 1-100 Hat,30049
75,Chiroptera Venenata,Armored Authority,3375.98,59 keys,"3,375.98 ref, $102.97",2,misc,Level 1-100 Helmet,445
75,Chiroptera Venenata,Hermes,3175.71,53–58 keys,"3,175.71 ref, $96.86",1,misc,Level 10 Hat,633
75,Chiroptera Venenata,Tough Guy's Toque,3147.1,50–60 keys,"3,147.10 ref, $95.99",3,misc,Level 1-100 Hat,97
75,Chiroptera Venenata,Dead Cone,2574.9,45 keys,"2,574.90 ref, $78.53",1,misc,Level 1-100 Hat,435
75,Chiroptera Venenata,Hetman's Headpiece,2460.46,43 keys,"2,460.46 ref, $75.04",2,misc,Level 1-100 Hat,436
75,Chiroptera Venenata,One-Man Army,2403.24,40–44 keys,"2,403.24 ref, $73.30",1,misc,Level 10 Hair,601
75,Chiroptera Venenata,Stately Steel Toe,2346.02,41 keys,"2,346.02 ref, $71.55",1,misc,Level 1-100 Hat,481
75,Chiroptera Venenata,Madame Dixie,2174.36,38 keys,"2,174.36 ref, $66.32",2,misc,Level 1-100 Hat,321
75,Chiroptera Venenata,Plumber's Pipe,2059.92,36 keys,"2,059.92 ref, $62.83",2,misc,Level 1-100 Hat,30022
75,Chiroptera Venenata,Dread Knot,1373.28,22–26 keys,"1,373.28 ref, $41.89",2,misc,Level 1-100 Hair,358
44,Misty Skull,Crone's Dome,190714.26,3333 keys,"190,714.26 ref, $5816.78",1,misc,Level 1-100 Hat,920
44,Misty Skull,Coffin Kit,177382,3100 keys,"177,382.00 ref, $5410.15",1,misc,Level 1-100 Backpack,938
44,Misty Skull,Exquisite Rack,171660,3000 keys,"171,660.00 ref, $5235.63",1,misc,Level 1-100 Cosmetic Item,339
44,Misty Skull,Soldier's Stash,125884,2200 keys,"125,884.00 ref, $3839.46",1,misc,Level 1-100 Cosmetic Item,54
44,Misty Skull,Nasty Norsemann,120162,2100 keys,"120,162.00 ref, $3664.94",3,misc,Level 1-100 Helmet,30810
44,Misty Skull,Master's Yellow Belt,98418.4,1640–1800 keys,"98,418.40 ref, $3001.76",7,misc,Level 1-100 Hat,110
44,Misty Skull,Grimm Hatte,88691,1550 keys,"88,691.00 ref, $2705.08",5,misc,Level 1-100 Hat,383
44,Misty Skull,Samur-Eye,82969,1450 keys,"82,969.00 ref, $2530.55",2,misc,Level 1-100 Helmet,359
44,Misty Skull,Merc's Mohawk,77247,1350 keys,"77,247.00 ref, $2356.03",1,misc,Level 1-100 Hair,30413
44,Misty Skull,Crown of the Old Kingdom,74386,1300 keys,"74,386.00 ref, $2268.77",1,misc,Level 1-100 Hat,30567
44,Misty Skull,Jungle Wreath,72955.5,1050–1500 keys,"72,955.50 ref, $2225.14",2,misc,Level 1-100 Hat,30882
44,Misty Skull,Killer Exclusive,71525,1250 keys,"71,525.00 ref, $2181.51",2,misc,Level 10 Hat,538
44,Misty Skull,Bonk Boy,68664,1200 keys,"68,664.00 ref, $2094.25",5,misc,Level 1-100 Mask,451
44,Misty Skull,Anger,62942,1100 keys,"62,942.00 ref, $1919.73",2,misc,Level 10 Hood,518
44,Misty Skull,Large Luchador,62255.36,1088 keys,"62,255.36 ref, $1898.79",1,misc,Level 1-100 Mask,380
44,Misty Skull,Duck Billed Hatypus,60081,1050 keys,"60,081.00 ref, $1832.47",1,misc,Level 1-100 Hat,30700
44,Misty Skull,Pyromancer's Mask,60081,1050 keys,"60,081.00 ref, $1832.47",5,misc,Level 1-100 Mask,316
44,Misty Skull,Polar Pullover,57220,1000 keys,"57,220.00 ref, $1745.21",1,misc,Level 1-100 Hat,30329
44,Misty Skull,Villain's Veil,57220,1000 keys,"57,220.00 ref, $1745.21",2,misc,Level 1-100 Bandana,393
44,Misty Skull,Le Party Phantom,55789.5,975 keys,"55,789.50 ref, $1701.58",2,misc,Level 1-100 Mask,337
44,Misty Skull,Company Man,54359,950 keys,"54,359.00 ref, $1657.95",5,misc,Level 10 Hat,523
44,Misty Skull,Demoman's Fro,54359,950 keys,"54,359.00 ref, $1657.95",1,misc,Level 1-100 Hair,47
44,Misty Skull,Pestering Jester,53786.8,940 keys,"53,786.80 ref, $1640.50",1,misc,Level 1-100 Hat,30811
44,Misty Skull,Charmer's Chapeau,52413.52,916 keys,"52,413.52 ref, $1598.61",3,misc,Level 1-100 Hat,397
44,Misty Skull,El Jefe,51498,900 keys,"51,498.00 ref, $1570.69",2,misc,Level 10 Hat,539
44,Misty Skull,Sergeant's Drill Hat,50067.5,875 keys,"50,067.50 ref, $1527.06",4,misc,Level 1-100 Hat,183
44,Misty Skull,Team Captain,47861.31147541,787.24–885.65 keys,"47,861.31 ref, 836.44 keys",1,misc,Level 1-100 Hat,378
44,Misty Skull,Flipped Trilby,46348.2,810 keys,"46,348.20 ref, $1413.62",5,misc,Level 1-100 Hat,324
44,Misty Skull,Nuke,45203.8,790 keys,"45,203.80 ref, $1378.72",4,misc,Level 1-100 Hair,30885
44,Misty Skull,Executioner,42915,750 keys,"42,915.00 ref, $1308.91",4,misc,Level 1-100 Hat,921
44,Misty Skull,Desert Marauder,41484.5,725 keys,"41,484.50 ref, $1265.28",3,misc,Level 1-100 Hat,400
44,Misty Skull,Shellmet,40054,700 keys,"40,054.00 ref, $1221.65",0,misc,Level 1-100 Helmet,30897
44,Misty Skull,Scotsman's Stove Pipe,39481.8,690 keys,"39,481.80 ref, $1204.19",3,misc,Level 1-100 Hat,120
44,Misty Skull,Law,39367.36,688 keys,"39,367.36 ref, $1200.70",1,misc,Level 1-100 Hat,30362
44,Misty Skull,Brown Bomber,37479.1,655 keys,"37,479.10 ref, $1143.11",2,misc,Level 1-100 Hat,671
44,Misty Skull,Backbiter's Billycock,37193,650 keys,"37,193.00 ref, $1134.39",4,misc,Level 1-100 Hat,108
44,Misty Skull,Blast Defense,37193,650 keys,"37,193.00 ref, $1134.39",0,misc,Level 1-100 Headgear,30863
44,Misty Skull,Reggaelator,37193,650 keys,"37,193.00 ref, $1134.39",1,misc,Level 1-100 Hat,390
44,Misty Skull,Surgeon's Stahlhelm,36906.9,590–700 keys,"36,906.90 ref, $1125.66",2,misc,Level 10 Helmet,616
44,Misty Skull,Whoopee Cap,35476.4,620 keys,"35,476.40 ref, $1082.03",4,misc,Level 1-100 Hat,174
44,Misty Skull,Armored Authority,34904.2,610 keys,"34,904.20 ref, $1064.58",6,misc,Level 1-100 Helmet,445
44,Misty Skull,Tam O' Shanter,34904.2,610 keys,"34,904.20 ref, $1064.58",6,misc,Level 1-100 Hat,480
44,Misty Skull,Tyrant's Helm,34618.1,605 keys,"34,618.10 ref, $1055.85",2,misc,Level 1-100 Helmet,99
44,Misty Skull,Backwards Ballcap,34332,600 keys,"34,332.00 ref, $1047.13",4,misc,Level 10 Hat,617
44,Misty Skull,Cosa Nostra Cap,34332,600 keys,"34,332.00 ref, $1047.13",4,misc,Level 1-100 Hat,459
44,Misty Skull,Dr's Dapper Topper,34332,600 keys,"34,332.00 ref, $1047.13",2,misc,Level 1-100 Hat,252
44,Misty Skull,Your Worst Nightmare,34332,600 keys,"34,332.00 ref, $1047.13",4,misc,Level 10 Hair,600
44,Misty Skull,Gentleman's Gatsby,33187.6,555–605 keys,"33,187.60 ref, $1012.22",4,misc,Level 1-100 Hat,184
44,Misty Skull,Private Eye,31614.05,435–670 keys,"31,614.05 ref, $964.23",2,misc,Level 1-100 Hat,388
44,Misty Skull,A Rather Festive Tree,31471,550 keys,"31,471.00 ref, $959.87",2,misc,Level 1-100 Hat,341
44,Misty Skull,Brain Bucket,30040.5,525 keys,"30,040.50 ref, $916.24",1,misc,Level 1-100 Hat,434
44,Misty Skull,Noble Amassment of Hats,30040.5,525 keys,"30,040.50 ref, $916.24",2,misc,Level 1-100 Hat,137
44,Misty Skull,Swagman's Swatter,29754.4,520 keys,"29,754.40 ref, $907.51",4,misc,Level 10 Hat,626
44,Misty Skull,Texas Ten Gallon,29067.76,482–534 keys,"29,067.76 ref, $886.57",3,misc,Level 1-100 Hat,94
44,Misty Skull,Dragonborn Helmet,28610,500 keys,"28,610.00 ref, $872.61",3,misc,Level 10 Helmet,517
44,Misty Skull,Liquidator's Lid,28610,500 keys,"28,610.00 ref, $872.61",5,misc,Level 1-100 Hat,779
44,Misty Skull,Ze Goggles,28610,500 keys,"28,610.00 ref, $872.61",3,misc,Level 1-100 Glasses,177
44,Misty Skull,Bonk Helm,27751.7,485 keys,"27,751.70 ref, $846.43",2,misc,Level 1-100 Helmet,106
44,Misty Skull,Pyro's Beanie,27465.6,480 keys,"27,465.60 ref, $837.70",2,misc,Level 1-100 Hat,51
44,Misty Skull,Furious Fukaamigasa,27179.5,450–500 keys,"27,179.50 ref, $828.97",1,misc,Level 1-100 Hat,395
44,Misty Skull,Human Cannonball,26607.3,380–550 keys,"26,607.30 ref, $811.52",5,misc,Level 1-100 Helmet,817
44,Misty Skull,Burning Bandana,25749,450 keys,"25,749.00 ref, $785.34",2,misc,Level 1-100 Bandana,30091
44,Misty Skull,Larrikin Robin,25749,450 keys,"25,749.00 ref, $785.34",1,misc,Level 1-100 Hat,314
44,Misty Skull,Professor's Peculiarity,25749,450 keys,"25,749.00 ref, $785.34",1,misc,Level 1-100 Hair,384
44,Misty Skull,Virtual Reality Headset,25176.8,440 keys,"25,176.80 ref, $767.89",6,misc,Level 10 Headset,628
44,Misty Skull,Gym Rat,24890.7,435 keys,"24,890.70 ref, $759.17",3,misc,Level 10 Hair,613
44,Misty Skull,Lord Cockswain's Pith Helmet,24032.4,420 keys,"24,032.40 ref, $732.99",2,misc,Level 1-100 Headgear,439
44,Misty Skull,Strontium Stove Pipe,23917.96,418 keys,"23,917.96 ref, $729.50",1,misc,Level 1-100 Hat,30037
44,Misty Skull,Blighted Beak,23689.08,414 keys,"23,689.08 ref, $722.52",5,misc,Level 1-100 Mask,315
44,Misty Skull,Otolaryngologist's Mirror,23460.2,410 keys,"23,460.20 ref, $715.54",2,misc,Level 1-100 Hat,104
44,Misty Skull,Stainless Pot,23460.2,410 keys,"23,460.20 ref, $715.54",3,misc,Level 1-100 Hat,98
44,Misty Skull,Fancy Fedora,22888,400 keys,"22,888.00 ref, $698.08",2,misc,Level 1-100 Hat,55
44,Misty Skull,Jumper's Jeepcap,22888,400 keys,"22,888.00 ref, $698.08",3,misc,Level 1-100 Hat,417
44,Misty Skull,Lucky Shot,22888,400 keys,"22,888.00 ref, $698.08",1,misc,Level 1-100 Helmet,701
44,Misty Skull,Prancer's Pride,22888,400 keys,"22,888.00 ref, $698.08",4,misc,Level 1-100 Hat,318
44,Misty Skull,Scotch Bonnet,22888,400 keys,"22,888.00 ref, $698.08",2,misc,Level 1-100 Headgear,306
44,Misty Skull,Brainiac Hairpiece,22744.95,345–450 keys,"22,744.95 ref, $693.72",1,misc,Level 1-100 Facial Hair,590
44,Misty Skull,Wraith Wrap,22458.032786885,375.62–409.35 keys,"22,458.03 ref, 392.49 keys",1,misc,Level 1-100 Apparel,937
44,Misty Skull,Bolted Birdcage,22315.8,390 keys,"22,315.80 ref, $680.63",2,misc,Level 1-100 Hat,30057
44,Misty Skull,Hound Dog,22315.8,390 keys,"22,315.80 ref, $680.63",5,misc,Level 1-100 Hair,145
44,Misty Skull,Elf Esteem,21743.6,380 keys,"21,743.60 ref, $663.18",0,misc,Level 1-100 Hat,30836
44,Misty Skull,Buccaneer's Bicorne,21171.4,370 keys,"21,171.40 ref, $645.73",3,misc,Level 10 Hat,607
44,Misty Skull,Grenadier's Softcap,21171.4,370 keys,"21,171.40 ref, $645.73",3,misc,Level 1-100 Hat,227
44,Misty Skull,Big Chief,20599.2,360 keys,"20,599.20 ref, $628.28",4,misc,Level 1-100 Hat,309
44,Misty Skull,Horrific Headsplitter,20599.2,360 keys,"20,599.20 ref, $628.28",1,misc,Level 31 Hat,291
44,Misty Skull,Tavish DeGroot Experience,20599.2,360 keys,"20,599.20 ref, $628.28",6,misc,Level 10 Hat,604
44,Misty Skull,Troublemaker's Tossle Cap,20599.2,330–390 keys,"20,599.20 ref, $628.28",5,misc,Level 1-100 Hat,150
44,Misty Skull,Football Helmet,20313.1,350–360 keys,"20,313.10 ref, $619.55",6,misc,Level 1-100 Helmet,49
44,Misty Skull,Cyborg Stunt Helmet,20027,350 keys,"20,027.00 ref, $610.82",1,misc,Level 1-100 Helmet,30024
44,Misty Skull,Das Übersternmann,20027,350 keys,"20,027.00 ref, $610.82",0,misc,Level 1-100 Hat,30097
44,Misty Skull,Stormin' Norman,20027,350 keys,"20,027.00 ref, $610.82",1,misc,Level 1-100 Helmet,30112
44,Misty Skull,Sultan's Ceremonial,19740.9,345 keys,"19,740.90 ref, $602.10",4,misc,Level 1-100 Hat,403
44,Misty Skull,One-Man Army,19454.8,340 keys,"19,454.80 ref, $593.37",5,misc,Level 10 Hair,601
44,Misty Skull,Tartan Tyrolean,19025.65,300–365 keys,"19,025.65 ref, $580.28",0,misc,Level 1-100 Hat,30334
44,Misty Skull,Birdcage,18882.6,330 keys,"18,882.60 ref, $575.92",6,misc,Level 10 Hat,615
44,Misty Skull,Gentleman's Ushanka,18882.6,330 keys,"18,882.60 ref, $575.92",1,misc,Level 1-100 Hat,778
44,Misty Skull,Medic's Mountain Cap,18310.4,290–350 keys,"18,310.40 ref, $558.47",7,misc,Level 1-100 Hat,381
44,Misty Skull,Trophy Belt,18310.4,320 keys,"18,310.40 ref, $558.47",1,misc,Level 1-100 Hat,53
44,Misty Skull,Détective Noir,18024.3,315 keys,"18,024.30 ref, $549.74",3,misc,Level 1-100 Hat,319
44,Misty Skull,Stout Shako,17566.54,307 keys,"17,566.54 ref, $535.78",5,misc,Level 1-100 Hat,251
44,Misty Skull,Janissary Ketche,17452.1,305 keys,"17,452.10 ref, $532.29",3,misc,Level 1-100 Hat,437
44,Misty Skull,B'aaarrgh-n-Bicorne,17166,300 keys,"17,166.00 ref, $523.56",1,misc,Level 1-100 Hat,30718
44,Misty Skull,Berliner's Bucket Helm,17166,300 keys,"17,166.00 ref, $523.56",1,misc,Level 1-100 Helmet,303
44,Misty Skull,Bubble Pipe,17166,300 keys,"17,166.00 ref, $523.56",2,misc,Level 1-100 Helmet,597
44,Misty Skull,Firewall Helmet,17166,300 keys,"17,166.00 ref, $523.56",1,misc,Level 1-100 Helmet,30038
44,Misty Skull,Gilded Guard,17166,300 keys,"17,166.00 ref, $523.56",1,misc,Level 1-100 Helmet,1093
44,Misty Skull,Stately Steel Toe,17166,300 keys,"17,166.00 ref, $523.56",3,misc,Level 1-100 Hat,481
44,Misty Skull,Waxy Wayfinder,17166,300 keys,"17,166.00 ref, $523.56",1,misc,Level 1-100 Hat,753
44,Misty Skull,Wet Works,17166,300 keys,"17,166.00 ref, $523.56",1,misc,Level 1-100 Hat,30135
44,Misty Skull,Handyman's Handle,16879.9,295 keys,"16,879.90 ref, $514.84",4,misc,Level 1-100 Hat,253
44,Misty Skull,Hermes,16593.8,290 keys,"16,593.80 ref, $506.11",3,misc,Level 10 Hat,633
44,Misty Skull,Dread Hiding Hood,16021.6,280 keys,"16,021.60 ref, $488.66",1,misc,Level 1-100 Hood,1095
44,Misty Skull,Frenchman's Beret,16021.6,280 keys,"16,021.60 ref, $488.66",2,misc,Level 1-100 Hat,180
44,Misty Skull,Old Guadalajara,16021.6,280 keys,"16,021.60 ref, $488.66",4,misc,Level 1-100 Hat,247
44,Misty Skull,Woolen Warmer,15792.72,276 keys,"15,792.72 ref, $481.68",0,misc,Level 1-100 Hat,30833
44,Misty Skull,Killer's Kabuto,15735.5,275 keys,"15,735.50 ref, $479.93",1,misc,Level 1-100 Helmet,152
44,Misty Skull,Pampered Pyro,15449.4,270 keys,"15,449.40 ref, $471.21",1,misc,Level 1-100 Towel,30139
44,Misty Skull,Hard Counter,15334.96,268 keys,"15,334.96 ref, $467.72",3,misc,Level 1-100 Hat,254
44,Misty Skull,Brain-Warming Wear,15163.3,265 keys,"15,163.30 ref, $462.48",0,misc,Level 1-100 Hat,30827
